start,end,amplitude,mean_F90,sigma_F90,mean_logS2maxLoS1L,sigma_logS2maxLoS1L,correlation_coeff,theta
30,115,1.86594,0.737266,0.0716874,-0.402779,0.234637,0.0378966,-0.0127676
